"DT_GERACAO";"HH_GERACAO";"AA_ELEICAO";"CD_ELEICAO";"NM_ELEICAO";"SG_UF";"SG_UE";"NM_UE";"NR_PROTOCOLO_REGISTRO";"DT_REGISTRO";"NR_CNPJ_EMPRESA";"NM_EMPRESA";"NM_EMPRESA_FANTASIA";"DS_CARGOS";"DT_INICIO_PESQUISA";"DT_FIM_PESQUISA";"QT_ENTREVISTADOS";"CD_CONRE";"NM_ESTATISTICO_RESP";"VR_PESQUISA";"NR_CPF_CNPJ_CONTRATANTE";"NM_CONTRATANTE";"DS_ORIGEM_RECURSO";"NR_CPF_CNPJ_PAGANTE";"NM_PAGANTE_PESQUISA";"DS_METODOLOGIA_PESQUISA";"DS_PLANO_AMOSTRAL";"DS_SISTEMA_CONTROLE";"DS_DADO_MUNICIPIO"
"24/08/2022";"00:10:36";"2018";"5";"Eleições Gerais 2018";"RN";"RN";"RIO GRANDE DO NORTE";"RN005332018";"17/10/2018";"10783981000144";"SETA INSTITUTO DE PESQUISA LTDA";"INSTITUTO SETA DE PESQUISA";"Governador";"19/10/2018";"21/10/2018";"1300";"8954";"Galttieri Ferreira Tavares";"12000,00";"25450212000100";"BG MIDIAS E ASSESSORIA DIGITAIS EIRELI / BG MIDIAS";"Recursos Próprios";"10783981000144";"SETA INSTITUTO DE PESQUISA LTDA";"A metodologia empregada nesta pesquisa utilizou uma amostragem aleatória estratificada com subestratos, zonas administrativas (norte, sul, leste, oeste), seguindo por cotas proporcionais de sexo, faixa etária e renda do município. Para efeito de comparação, utilizou-se de dados oficiais do censo 2010, disponível no sítio do IBGE (SIDRA, tabela 1552). A Pesquisa será realizada no período de 19 e 21 de Outubro nos setores censitários, conforme definido em mapa atualizado pelo instituto brasileiro de geografia e estatística - IBGE, percorrendo um total de 1300 entrevistas.";"Dentro do município, em cada área administrativa, proporcionalmente ao número de setores censitários existentes, as entrevistas são distribuídas proporcionalmente pelas cotas de sexo e faixa etária de acordo com as estatísticas do TSE (julho/2012). O intervalo de confiança (nível de significância) é de 95% com margem de erro de 3% para mais ou para menos, nas estatísticas apresentadas para o total da amostra levantada.";"A equipe aplicadora dos questionários estruturados foi formada por 6 entrevistadores e 1 supervisor. Todos os questionários foram supervisionados no trabalho de campo pelo supervisor (diretamente ou acompanhamento) e 30% foi checado posteriormente (diretamente no local), haverá supervisão interna de todos os questionários aplicados (1300) e crítica dos dados digitados feita pelo computador. O software utilizado foi o de domínio público  R , vs 2.10.1 para compilar e analisar os dados.";"Dados relativos aos municípios e bairros abrangidos pela pesquisa. Na ausência de delimitação do bairro, será identificada a área em que foi realizada a pesquisa(conforme §6º. do art. 2º. da Resolução-TSE nº. 23.549/2017, Até o sétimo dia seguinte ao registro da pesquisa, será ele complementado com os dados relativos aos bairros abrangidos. na ausência de delimitação do bairro, será identificada a área em que foi realizada)."
"24/08/2022";"00:10:36";"2018";"5";"Eleições Gerais 2018";"RN";"RN";"RIO GRANDE DO NORTE";"RN008542018";"13/10/2018";"29842579000111";"REAL TIME BIG DATA GESTAO DE DADOS LTDA.";"REAL TIME BIG DATA";"Governador";"17/10/2018";"18/10/2018";"1500";"7655";"Augusto da Silva Rocha";"7000,00";"29842579000111";"REAL TIME BIG DATA GESTAO DE DADOS LTDA.";"#NULO#";"29842579000111";"REAL TIME BIG DATA GESTAO DE DADOS LTDA.";"Pesquisa quantitativa, que consiste na realização de entrevistas por telefone, com a aplicação de questionário estruturado junto a uma amostra, representativa do eleitorado em estudo.";"Universo: 2.373.619 eleitores (TSE). Amostra: 1500 entrevistas. Nível de Confiança: 95%. Margem de Erro: até 3 pontos percentuais para mais ou para menos. Divisão Censitária. Ponderação quanto ao sexo e faixa etária: Masculino de 16 a 24 anos (7,9%), Masculino de 25 a 34 anos (10,8%), Masculino de 35 a 44 anos (9,7%), Masculino de 45 a 59 anos (11,1%) e Masculino acima de 59 anos (7,5%). Feminino de 16 a 24 anos (8,3%), Feminino de 25 a 34 anos (11,6%), Feminino de 35 a 44 anos (10,8%), Feminino de 45 a 59 anos (12,8%) e Feminino acima de 59 anos (9,5%). Ponderação quanto ao nível de instrução: 33% de Analfabeto / Fundamental Incompleto, 16% de Lê e escreve / Fundamental Completo, 37% de Médio Incompleto / Médio Completo e 14% de Superior Incompleto / Superior Completo. Ponderação quanto a distribuição por renda mensal domiciliar: 32% até 1 SM, 28% de 1 até 2 SM, 26% de 2 até 5 SM, 8% de 5 até 10 SM e 5% acima de 10 SM. Fonte de Dados: IBGE e TSE 2018.";"Checagem de 20% da amostra efetuada pelos supervisores. Todos os entrevistadores foram amplamente treinados e orientados tanto teoricamente quanto praticamente sobre suas responsabilidade e funções, respeitando as cotas pré-estabelecidas. A equipe está dividida em coordenadoria-geral / supervisores / entrevistadores.";"Em anexo."
"24/08/2022";"00:10:36";"2018";"5";"Eleições Gerais 2018";"RN";"RN";"RIO GRANDE DO NORTE";"RN009602018";"20/10/2018";"29842579000111";"REAL TIME BIG DATA GESTAO DE DADOS LTDA.";"REAL TIME BIG DATA";"Governador";"25/10/2018";"25/10/2018";"1500";"7655";"Augusto da Silva Rocha";"7000,00";"29842579000111";"REAL TIME BIG DATA GESTAO DE DADOS LTDA.";"#NULO#";"29842579000111";"REAL TIME BIG DATA GESTAO DE DADOS LTDA.";"Pesquisa quantitativa, que consiste na realização de entrevistas por telefone, com a aplicação de questionário estruturado junto a uma amostra, representativa do eleitorado em estudo.";"Universo: 2.373.619 eleitores (TSE). Amostra: 1500 entrevistas. Nível de Confiança: 95%. Margem de Erro: até 3 pontos percentuais para mais ou para menos. Divisão Censitária. Ponderação quanto ao sexo e faixa etária: Masculino de 16 a 24 anos (7,9%), Masculino de 25 a 34 anos (10,8%), Masculino de 35 a 44 anos (9,7%), Masculino de 45 a 59 anos (11,1%) e Masculino acima de 59 anos (7,5%). Feminino de 16 a 24 anos (8,3%), Feminino de 25 a 34 anos (11,6%), Feminino de 35 a 44 anos (10,8%), Feminino de 45 a 59 anos (12,8%) e Feminino acima de 59 anos (9,5%). Ponderação quanto ao nível de instrução: 33% de Analfabeto / Fundamental Incompleto, 16% de Lê e escreve / Fundamental Completo, 37% de Médio Incompleto / Médio Completo e 14% de Superior Incompleto / Superior Completo. Ponderação quanto a distribuição por renda mensal domiciliar: 32% até 1 SM, 28% de 1 até 2 SM, 26% de 2 até 5 SM, 8% de 5 até 10 SM e 5% acima de 10 SM. Fonte de Dados: IBGE e TSE 2018.";"Checagem de 20% da amostra efetuada pelos supervisores. Todos os entrevistadores foram amplamente treinados e orientados tanto teoricamente quanto praticamente sobre suas responsabilidade e funções, respeitando as cotas pré-estabelecidas. A equipe está dividida em coordenadoria-geral / supervisores / entrevistadores.";"Em anexo."
"24/08/2022";"00:10:36";"2018";"5";"Eleições Gerais 2018";"RN";"RN";"RIO GRANDE DO NORTE";"RN009882018";"11/10/2018";"10783981000144";"SETA INSTITUTO DE PESQUISA LTDA";"INSTITUTO SETA DE PESQUISA";"Governador";"13/10/2018";"15/10/2018";"1300";"8954";"Galttieri Ferreira Tavares";"12000,00";"25450212000100";"BG MIDIAS E ASSESSORIA DIGITAIS EIRELI / BG MIDIAS";"Recursos Próprios";"10783981000144";"SETA INSTITUTO DE PESQUISA LTDA";"A metodologia empregada nesta pesquisa utilizou uma amostragem aleatória estratificada com subestratos, zonas administrativas (norte, sul, leste, oeste), seguindo por cotas proporcionais de sexo, faixa etária e renda do município. Para efeito de comparação, utilizou-se de dados oficiais do censo 2010, disponível no sítio do IBGE (SIDRA, tabela 1552). A Pesquisa será realizada no período de 13 e 15 de Outubro nos setores censitários, conforme definido em mapa atualizado pelo instituto brasileiro de geografia e estatística - IBGE, percorrendo um total de 1300 entrevistas.";"Dentro do município, em cada área administrativa, proporcionalmente ao número de setores censitários existentes, as entrevistas são distribuídas proporcionalmente pelas cotas de sexo e faixa etária de acordo com as estatísticas do TSE (julho/2012). O intervalo de confiança (nível de significância) é de 95% com margem de erro de 3% para mais ou para menos, nas estatísticas apresentadas para o total da amostra levantada.";"A equipe aplicadora dos questionários estruturados foi formada por 6 entrevistadores e 1 supervisor. Todos os questionários foram supervisionados no trabalho de campo pelo supervisor (diretamente ou acompanhamento) e 30% foi checado posteriormente (diretamente no local), haverá supervisão interna de todos os questionários aplicados (1300) e crítica dos dados digitados feita pelo computador. O software utilizado foi o de domínio público  R , vs 2.10.1 para compilar e analisar os dados.";"Bom Jesus  Brejinho   Lagoa Salgada   Monte Alegre   Nova Cruz   Vera Cruz   Afonso Bezerra   Lajes   João Câmara   Monte das Gameleiras   Ruy Barbosa   Santa Cruz   São José do Campestre   Tangará   Apodi   Maxaranguape   Touros   Goianinha   Pedro Velho   Tibau do Sul   Macaíba   São Gonçalo do Amarante   Macau   Augusto Severo   Upanema   Baraúna   Mossoró   Natal   Itaú   Marcelino Vieira   Pau dos Ferros   Portalegre   Rodolfo Fernandes   Caicó   Serra Negra do Norte   Acari   Currais Novos   São José do Seridó   Florânia   Santana do Matos   Doutor Severiano   Encanto   São Miguel   Martins   Patu   Umarizal   Açu   Alto do Rodrigues   Jucurutu "
"24/08/2022";"00:10:36";"2018";"5";"Eleições Gerais 2018";"RN";"RN";"RIO GRANDE DO NORTE";"RN010962018";"30/04/2018";"03127619000150";"CERTUS PESQUISA E CONSULTORIA EIRELI - EPP";"CERTUS";"Governador, Senador";"27/04/2018";"30/04/2018";"1410";"4811";"MARDONE CAVALCANTE FRANÇA";"32000,00";"08435778000135";"FEDERACAO DAS INDUSTRIAS DO EST DO RIO G NORTE / FIERN";"Recursos Próprios";"03127619000150";"CERTUS PESQUISA E CONSULTORIA EIRELI - EPP";"Metodologia da pesquisa  1 ¿ Instrumento de Coleta  Para realização desta pesquisa utilizou-se como instrumento de coleta um questionário estruturado com questões fechadas de respostas únicas e múltiplas. As entrevistas foram individuais aplicadas aos eleitores maiores de 16 anos, residentes em domicílios de 40 municípios das 8 regiões espaciais do Estado. As entrevistas foram individuais face a face realizadas com eleitores maiores de 16 anos nos seus próprios domicílios. Em cada domicílio apenas um eleitor é selecionado para as entrevistas, obedecendo aos critérios de quotas para sexo, idade. O nível socioeconômico do eleitor (grau de instrução e nível de renda familiar) são obtidos pelo próprio processo aleatório da amostragem haja vista, não se dispor de fontes atualizadas e confiáveis que possibilitem gerar as quotas para estas duas variáveis.";"2 - Plano Amostral da Pesquisa  Foi selecionada, num primeiro estágio, uma amostra aleatória auto-ponderada de 40 municípios pelo método da Probabilidade Proporcional ao Tamanho ¿ PPT, usando-se como variável de tamanho o número de eleitores do município disponibilizado pelo TER/RN. Em um segundo estágio seleciona-se o bairro/área do município e num terceiro estágio, aplicou-se uma amostra aleatória de 1410 entrevistas domiciliares.  Adotou-se como variáveis de pré-estratificação quotas de sexo e idade conforme as informações do TRE/RN. As variáveis grau de instrução e renda familiar (pós-estratificação) foram utilizadas como proxis da condição socioeconômica do universo de eleitores. As quotas para idade e sexo estão de acordo com as informações do perfil do eleitorado fornecidas pelo TRE/RN.  3 - Margem de Erro e Intervalo de Confiança  A margem de erro máxima admitida para a pesquisa é de 3,0 pontos percentuais para mais ou para menos com um intervalo de confiança de 95%.";"4 - Sistema interno de controle de qualidade  O sistema de controle do trabalho de campo foi executado por supervisores que em campo fazem checagem das entrevistas realizadas por subamostragem. O controle de qualidade interna consiste na verificação da consistência estatística dos questionários aplicados feita, através do cruzamento do código do entrevistador com os códigos das questões fundamentais da pesquisa, possibilitando assim a avaliar a confiabilidade dos resultados de cada pesquisador nas áreas/bairros pesquisadas. Desta forma, é possível detectar falhas técnicas ou fraudes cometidas.  Mardone Cavalcante França  Estatístico ¿ CONRE 6ª REGIÃO - 4811";"NATAL  ZONA NORTE  LAGOA AZUL  PAJUÇARA  POTENGI  N.S. APRESENT.  IGAPÓ  ZONA OESTE  CID. ESPERANÇA  BOM PASTOR  FELIPE CAMARÃO  NORDESTE  QUINTAS  DIX-SEPT ROSADO  ZONA SUL  P. NEGRA  PITIMBU  CANDEALRIA  LAGOA NOVA  CAPIM MACIO  NEOPOLIS  LESTE  PETROPOLIS  TIROL  ALECRIM  LAGOA SECA  ROCAS/REIS  CIDADE ALTA  2. GRANDE NATAL   PARNAMIRIM  CENTRO  COHABINAL  JARDIM PALNALTO  PRIMAVERA  EMAÚS   MACAIBA   4. SÃO GONÇALO  LESTE  CEARÁ-MIRIM  TOUROS  GOIANINHA  CANGUARETAMA  SÃO MIGUEL GOSTOSO  SERIDÓ   CAICÓ  CENTRO  PENEDO  PAULO VI  PARAIBA  FREI DAMIÃO   CURRAIS NOVOS  CENTRO  PARQUE DOURADO  DR. JOSE BEZERRA   SANTA GORETE  ACARI   PARELHAS   JARDIM DO SERIDÓ  SERRA NEGRA DO NORTE    MEDIO OESTE/ MOSSORÓ   MOSSORÓ  CENTRO  AEROPORTO  NOVA BETANIA  ALTO SÃO MANUEL  ABOLIÇÃO (I,II,III)  BELO HORIZONTE  PAREDÕES  BARROCAS   ASSU  AREIA BRANCA   CAMPO GRANDE  APODI  CARAUBAS   ALTO OESTE  ITAÚ  MARTINS  PAU DOS FERROS  CENTRO  JOÃO XXIII  PARAISO  CONJ MANOEL DEODATO  UMARIZAL  PATU  ALEXANDRIA  DR. SEVERIANO  AGRESTE/TRAIRI   NOVA CRUZ   SANTA CRUZ  SÃO PAULO POTENGI   MONTE ALEGRE   SANTO ANTONIO   SÃO TOMÉ  IELMO MARINHO   CENTRAL  JOÃO CAMARA  MACAU  ANGICOS   LAJES  JANDAIRA  "
"24/08/2022";"00:10:36";"2018";"5";"Eleições Gerais 2018";"RN";"RN";"RIO GRANDE DO NORTE";"RN015942018";"30/09/2018";"10783981000144";"SETA INSTITUTO DE PESQUISA LTDA";"INSTITUTO SETA DE PESQUISA";"Senador, Governador";"03/10/2018";"04/10/2018";"1700";"8954";"Galttieri Ferreira Tavares";"14000,00";"25450212000100";"BG MIDIAS E ASSESSORIA DIGITAIS EIRELI / BG MIDIAS";"Recursos Próprios";"10783981000144";"SETA INSTITUTO DE PESQUISA LTDA";"A metodologia empregada nesta pesquisa utilizou uma amostragem aleatória estratificada com subestratos por zonas administrativas (norte, sul, leste, oeste), seguindo por cotas proporcionais de sexo, faixa etária e renda do RN. Para efeito de comparação, utilizou-se de dados oficiais do censo 2010, disponível no sítio do IBGE (SIDRA, tabela 1552). A Pesquisa será realizada no período de 03 e 04 de outubro nos setores censitários, conforme definido em mapa atualizado pelo instituto brasileiro de geografia e estatística - IBGE, percorrendo um total de 1700 entrevistas.";"Dentro do município, em cada área administrativa, proporcionalmente ao número de setores censitários existentes, as entrevistas são distribuídas proporcionalmente pelas cotas de sexo e faixa etária de acordo com as estatísticas do TSE (julho/2012). O intervalo de confiança (nível de significância) é de 95% com margem de erro de 2,4% para mais ou para menos, nas estatísticas apresentadas para o total da amostra levantada.";"A equipe aplicadora dos questionários estruturados foi formada por 6 entrevistadores e 1 supervisor. Todos os questionários foram supervisionados no trabalho de campo pelo supervisor (diretamente ou acompanhamento) e 30% foi checado posteriormente (diretamente no local), haverá supervisão interna de todos os questionários aplicados (1700) e crítica dos dados digitados feita pelo computador. O software utilizado foi o de domínio público  R , vs 2.10.1 para compilar e analisar os dados.";"Dados relativos aos municípios e bairros abrangidos pela pesquisa. Na ausência de delimitação do bairro, será identificada a área em que foi realizada a pesquisa(conforme §6º. do art. 2º. da Resolução-TSE nº. 23.549/2017, Até o sétimo dia seguinte ao registro da pesquisa, será ele complementado com os dados relativos aos bairros abrangidos. na ausência de delimitação do bairro, será identificada a área em que foi realizada):"
"24/08/2022";"00:10:36";"2018";"5";"Eleições Gerais 2018";"RN";"RN";"RIO GRANDE DO NORTE";"RN018212018";"18/09/2018";"10783981000144";"SETA INSTITUTO DE PESQUISA LTDA";"INSTITUTO SETA DE PESQUISA";"Senador, Governador";"16/09/2018";"18/09/2018";"1300";"8954";"Galttieri Ferreira Tavares";"10000,00";"25450212000100";"BG MIDIAS E ASSESSORIA DIGITAIS EIRELI / BG MIDIAS";"Recursos Próprios";"10783981000144";"SETA INSTITUTO DE PESQUISA LTDA";"A metodologia empregada nesta pesquisa utilizou uma amostragem aleatória estratificada com subestratos, zonas administrativas (norte, sul, leste, oeste), seguindo por cotas proporcionais de sexo, faixa etária e renda do município. Para efeito de comparação, utilizou-se de dados oficiais do censo 2010, disponível no sítio do IBGE (SIDRA, tabela 1552). A Pesquisa será realizada no período de 16 e 18 de Setembro nos setores censitários, conforme definido em mapa atualizado pelo instituto brasileiro de geografia e estatística - IBGE, percorrendo um total de 1300 entrevistas.";"Dentro do município, em cada área administrativa, proporcionalmente ao número de setores censitários existentes, as entrevistas são distribuídas proporcionalmente pelas cotas de sexo e faixa etária de acordo com as estatísticas do TSE (julho/2012). O intervalo de confiança (nível de significância) é de 95% com margem de erro de 3% para mais ou para menos, nas estatísticas apresentadas para o total da amostra levantada.";"A equipe aplicadora dos questionários estruturados foi formada por 6 entrevistadores e 1 supervisor. Todos os questionários foram supervisionados no trabalho de campo pelo supervisor (diretamente ou acompanhamento) e 30% foi checado posteriormente (diretamente no local), haverá supervisão interna de todos os questionários aplicados (1300) e crítica dos dados digitados feita pelo computador. O software utilizado foi o de domínio público  R , vs 2.10.1 para compilar e analisar os dados.";"Bom Jesus   Brejinho   Lagoa Salgada   Monte Alegre   Nova Cruz   Vera Cruz   Afonso Bezerra   Lajes   João Câmara   Monte das Gameleiras   Ruy Barbosa   Santa Cruz   São José do Campestre   Tangará   Apodi   Maxaranguape   Touros   Goianinha   Pedro Velho   Tibau do Sul   Macaíba   São Gonçalo do Amarante   Macau   Augusto Severo   Upanema   Baraúna   Mossoró   Natal   Itaú   Marcelino Vieira   Pau dos Ferros   Portalegre   Rodolfo Fernandes   Caicó   Serra Negra do Norte   Acari   Currais Novos   São José do Seridó   Florânia   Santana do Matos   Doutor Severiano   Encanto   São Miguel   Martins   Patu   Umarizal   Açu   Alto do Rodrigues   Jucurutu "
"24/08/2022";"00:10:36";"2018";"5";"Eleições Gerais 2018";"RN";"RN";"RIO GRANDE DO NORTE";"RN018342018";"17/10/2018";"29842579000111";"REAL TIME BIG DATA GESTAO DE DADOS LTDA.";"REAL TIME BIG DATA";"Governador";"22/10/2018";"22/10/2018";"1500";"7655";"Augusto da Silva Rocha";"7000,00";"29842579000111";"REAL TIME BIG DATA GESTAO DE DADOS LTDA.";"#NULO#";"29842579000111";"REAL TIME BIG DATA GESTAO DE DADOS LTDA.";"Pesquisa quantitativa, que consiste na realização de entrevistas por telefone, com a aplicação de questionário estruturado junto a uma amostra, representativa do eleitorado em estudo.";"Universo: 2.373.619 eleitores (TSE). Amostra: 1500 entrevistas. Nível de Confiança: 95%. Margem de Erro: até 3 pontos percentuais para mais ou para menos. Divisão Censitária. Ponderação quanto ao sexo e faixa etária: Masculino de 16 a 24 anos (7,9%), Masculino de 25 a 34 anos (10,8%), Masculino de 35 a 44 anos (9,7%), Masculino de 45 a 59 anos (11,1%) e Masculino acima de 59 anos (7,5%). Feminino de 16 a 24 anos (8,3%), Feminino de 25 a 34 anos (11,6%), Feminino de 35 a 44 anos (10,8%), Feminino de 45 a 59 anos (12,8%) e Feminino acima de 59 anos (9,5%). Ponderação quanto ao nível de instrução: 33% de Analfabeto / Fundamental Incompleto, 16% de Lê e escreve / Fundamental Completo, 37% de Médio Incompleto / Médio Completo e 14% de Superior Incompleto / Superior Completo. Ponderação quanto a distribuição por renda mensal domiciliar: 32% até 1 SM, 28% de 1 até 2 SM, 26% de 2 até 5 SM, 8% de 5 até 10 SM e 5% acima de 10 SM. Fonte de Dados: IBGE e TSE 2018.";"Checagem de 20% da amostra efetuada pelos supervisores. Todos os entrevistadores foram amplamente treinados e orientados tanto teoricamente quanto praticamente sobre suas responsabilidade e funções, respeitando as cotas pré-estabelecidas. A equipe está dividida em coordenadoria-geral / supervisores / entrevistadores.";"Em anexo."
"24/08/2022";"00:10:36";"2018";"5";"Eleições Gerais 2018";"RN";"RN";"RIO GRANDE DO NORTE";"RN019622018";"30/09/2018";"68802370000186";"IBOPE INTELIGENCIA PESQUISA E CONSULTORIA LTDA";"#NULO#";"Senador, Governador";"30/09/2018";"06/10/2018";"812";"6208-A ";"Márcia Cavallari Nunes";"65569,00";"11042517000240";"TELEVISAO COSTA BRANCA LTDA / TV COSTA BRANCA";"Recursos Próprios";"68802370000186";"IBOPE INTELIGENCIA PESQUISA E CONSULTORIA LTDA";"Pesquisa quantitativa, que consiste na realização de entrevistas pessoais, com a aplicação de questionário estruturado junto a uma amostra representativa do eleitorado em estudo. Pesquisa realizada no estado do Rio Grande do Norte.";"Representativo do eleitorado da área em estudo, elaborada em três estágios. No primeiro estágio faz-se um sorteio probabilístico dos municípios, onde as entrevistas serão realizadas, pelo método PPT (Probabilidade Proporcional ao Tamanho), tomando o eleitorado como base para tal seleção. No segundo estágio faz-se um sorteio probabilístico dos setores censitários, onde as entrevistas serão realizadas, pelo método PPT (Probabilidade Proporcional ao Tamanho), tomando a população de 16 anos ou mais residente nos setores como base para tal seleção. No terceiro e último estágio, dentro dos setores sorteados, os respondentes são selecionados através de quotas amostrais proporcionais em função de variáveis significativas, a saber: IDADE: 16-24 (masculino) 20% (feminino) 17%. 25-34 (masculino) 25% (feminino) 24%. 35-44 (masculino) 21% (feminino) 21%. 45-54 (masculino) 16% (feminino) 18%. 55 e+ (masculino) 17% (feminino) 20%. INSTRUÇÃO: Até Ensino Médio (masculino) 84% (feminino) 79%. Ensino Superior (masculino) 16% (feminino) 21%. NÍVEL ECONÔMICO: Economicamente ativo (masculino) 67% (feminino) 47%. Não Economicamente ativo (masculino) 33% (feminino) 53%. Está prevista eventual ponderação para correção das variáveis sexo e idade, com base nos percentuais anteriormente mencionados, caso ocorram diferenças superiores a 3 pontos percentuais entre o previsto na amostra e a coleta de dados realizada. Para as variáveis de grau de instrução e nível econômico do entrevistado, o fator previsto para ponderação é 1 (resultados obtidos em campo). O nível de confiança estimado é de 95% e a margem de erro máxima estimada considerando um modelo de amostragem aleatório simples, é de 03 (três) pontos percentuais para mais ou para menos sobre os resultados encontrados no total da amostra. FONTE DOS DADOS: Censo 2010 | PNADC 2016 | TSE 2018.";"Para a realização da pesquisa, utiliza-se uma equipe de entrevistadores e supervisores contratados pelo IBOPE INTELIGÊNCIA PESQUISA E CONSULTORIA LTDA. devidamente treinados para o trabalho. Após os trabalhos de campo, os questionários são submetidos a uma fiscalização de cerca de 20% (vinte por cento) dos questionários aplicados pelos entrevistadores. para verificação das respostas e da adequação dos entrevistados aos parâmetros amostrais.";"A área de abrangência da coleta é o estado do Rio Grande do Norte. A relação das localidades selecionadas para aplicação da amostra será apresentada até o 7º dia seguinte ao registro da pesquisa, conforme expresso no art. 2º, §6º da Resolução 23.549/2017 do TSE."
"24/08/2022";"00:10:36";"2018";"5";"Eleições Gerais 2018";"RN";"RN";"RIO GRANDE DO NORTE";"RN020462018";"18/10/2018";"26195312000191";"QUALITY PESQUISAS E ASSESSORIA EMPRESARIAL EIRELI - ME";"QUALITY PESQUISAS";"Governador";"23/10/2018";"25/10/2018";"1536";"9907";"Guilherme Coelho Neves";"126000,00";"26195312000191";"QUALITY PESQUISAS E ASSESSORIA EMPRESARIAL EIRELI - ME";"#NULO#";"26195312000191";"QUALITY PESQUISAS E ASSESSORIA EMPRESARIAL EIRELI - ME";"Pesquisa do tipo quantitativo, por amostragem, com aplicação de questionário estruturado e abordagem pessoal em domicílios particulares permanentemente ocupados (de acordo com a definição do IBGE - Instituto Brasileiro de Geografia e Estatística), sorteados com amostra aleatória simples sem reposição. O conjunto do eleitorado do estado de Rio Grande do Norte -RN com 16 anos ou mais foi tomado como universo da pesquisa.      ";"Tamanho da amostra: A amostra prevista é de 1536 entrevistas. Técnica de amostragem: A amostra é aleatória considerando a população finita, com base na estimativa da média populacional a) a amostra poderá ser ponderada levando em consideração a variável sexo da população de Rio Grande do Norte -RN, sendo 47,04% homens e 52,96% mulheres, conforme dados do TSE de julho de 2018 e a variável idade sendo consideradas as faixas: até 24 anos: 16,18%. de 25 a 34 anos: 22,45%. de 35 a 44 anos: 20,55%, de 45 a 59 anos: 23,8%. e acima de 60 anos: 17,02% (TSE Julho 2018). Quanto à variável ¿grau de instrução¿, temos: ANALFABETO: 6,81%. LÊ E ESCREVE: 11,46%. ENSINO FUNDAMENTAL INCOMPLETO: 25,82%. ENSINO FUNDAMENTAL COMPLETO:4,33%. ENSINO MÉDIO INCOMPLETO: 13,28%. ENSINO MÉDIO COMPLETO: 24,00%. SUPERIOR INCOMPLETO: 5,10% e SUPERIOR COMPLETO: 9,20%. E para a variável renda, temos: Até 1 Salário Mínimo: 76,0%. De 1 a 2 Salários Mínimos:14%. De 2 a 5 Salários Mínimos:7% e acima de 5 Salários Mínimos:3% Em relação à ponderação, devido à metodologia amostral adotada, os fatores de ponderação a serem aplicados em toda as variáveis (sexo, idade, grau de instrução e renda), assumem valor igual a 1(um). Área física: Estado de Rio Grande do Norte -RN em domicílios particulares permanentemente ocupados e sorteados de maneira aleatória simples sem reposição. Margem de Erro: A margem de erro máxima prevista para o total da amostra é de 2.5 pontos percentuais para mais ou para menos, considerando um nível de confiança de 95%. Os intervalos de confiança serão calculados considerando os resultados obtidos para um nível de confiança de 95%.    ";"Os pesquisadores envolvidos na realização desta pesquisa recebem treinamento especializado e instruções específicas de abordagem. O trabalho é feito com a equipe e dois coordenadores de campo. Há fiscalização no ato da entrevista. As entrevistas são feitas por pessoas treinadas e capacitadas para este serviço, acostumadas com este trabalho e são totalmente imparciais, como exige a empresa. Toda a coleta é feita através de aparelhos eletrônicos (tablets) e monitoradas ao vivo. Após os trabalhos de campo, os questionários são submetidos a uma fiscalização que consiste em checagem por telefone para verificação das respostas.  A partir de então, as análises Estatísticas e estratificações podem ser realizadas.   ";"Agreste Potiguar, 157 entrevistas.  Angicos, 34 entrevistas.  Baixa Verde, 42 entrevistas.  Borborema Potiguar, 88 entrevistas.  Chapada do Apodi, 53 entrevistas.  Litoral Nordeste, 58 entrevistas.  Litoral Sul, 88 entrevistas.  Macau, 32 entrevistas.  Macaíba, 197 entrevistas.  Médio Oeste, 27 entrevistas.  Mossoró, 255 entrevistas.  Natal, 77 entrevistas.  Pau dos Ferros, 78 entrevistas.  Seridó Ocidental, 67 entrevistas.  Seridó Oriental, 85 entrevistas.  Serra de Santana, 44 entrevistas.  Serra de São Miguel, 5 entrevistas.  Umarizal, 46 entrevistas.  Vale do Açu, 103  entrevistas."
